p,price
"[{""name"":LAX},{},{""date"":11/2/2015 09:52:31,""duration"":64,""distance"":451,""airline"":20304},{""date"":11/2/2015 09:52:31,""duration"":64,""distance"":451,""airline"":20304},{},{""name"":TUS}]",472
