PriceSUM,path
2562.25,"[{""name"":MOT},{""flightID"":1275,""class"":business,""ticketID"":1277,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2238.25,"[{""name"":DLH},{""flightID"":1071,""class"":business,""ticketID"":1073,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2553.25,"[{""name"":MOT},{""flightID"":1283,""class"":business,""ticketID"":1285,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2200.5,"[{""name"":DLH},{""flightID"":1015,""class"":economy,""ticketID"":1016,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2239.5,"[{""name"":FSD},{""flightID"":1027,""class"":economy,""ticketID"":1028,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2650.65,"[{""name"":MOT},{""flightID"":1279,""class"":firstClass,""ticketID"":1282,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2560.25,"[{""name"":MOT},{""flightID"":1271,""class"":business,""ticketID"":1273,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2269.05,"[{""name"":DLH},{""flightID"":1071,""class"":firstClass,""ticketID"":1074,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2239.25,"[{""name"":DLH},{""flightID"":1015,""class"":business,""ticketID"":1017,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2332.65,"[{""name"":FSD},{""flightID"":1027,""class"":firstClass,""ticketID"":1030,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2240.25,"[{""name"":FSD},{""flightID"":1035,""class"":economy,""ticketID"":1036,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2436.75,"[{""name"":MOT},{""flightID"":1255,""class"":economy,""ticketID"":1256,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2292.25,"[{""name"":FSD},{""flightID"":1039,""class"":business,""ticketID"":1041,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2653.05,"[{""name"":MOT},{""flightID"":1267,""class"":firstClass,""ticketID"":1270,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2240.25,"[{""name"":DLH},{""flightID"":1011,""class"":business,""ticketID"":1013,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2648.25,"[{""name"":MOT},{""flightID"":1255,""class"":firstClass,""ticketID"":1258,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2201.25,"[{""name"":DLH},{""flightID"":1011,""class"":economy,""ticketID"":1012,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2554.25,"[{""name"":MOT},{""flightID"":1255,""class"":business,""ticketID"":1257,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2558.25,"[{""name"":MOT},{""flightID"":1267,""class"":business,""ticketID"":1269,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2333.85,"[{""name"":FSD},{""flightID"":1035,""class"":firstClass,""ticketID"":1038,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2435.25,"[{""name"":MOT},{""flightID"":1259,""class"":economy,""ticketID"":1260,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2333.85,"[{""name"":FSD},{""flightID"":1039,""class"":firstClass,""ticketID"":1042,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2241.0,"[{""name"":FSD},{""flightID"":1023,""class"":economy,""ticketID"":1024,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2442.75,"[{""name"":MOT},{""flightID"":1275,""class"":economy,""ticketID"":1276,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2556.25,"[{""name"":MOT},{""flightID"":1279,""class"":business,""ticketID"":1281,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2552.25,"[{""name"":MOT},{""flightID"":1259,""class"":business,""ticketID"":1261,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2271.45,"[{""name"":DLH},{""flightID"":1011,""class"":firstClass,""ticketID"":1014,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2441.25,"[{""name"":MOT},{""flightID"":1271,""class"":economy,""ticketID"":1272,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2200.5,"[{""name"":DLH},{""flightID"":1019,""class"":economy,""ticketID"":1020,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2291.25,"[{""name"":FSD},{""flightID"":1027,""class"":business,""ticketID"":1029,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2270.25,"[{""name"":DLH},{""flightID"":1015,""class"":firstClass,""ticketID"":1018,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2655.45,"[{""name"":MOT},{""flightID"":1271,""class"":firstClass,""ticketID"":1274,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2335.05,"[{""name"":FSD},{""flightID"":1023,""class"":firstClass,""ticketID"":1026,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2647.05,"[{""name"":MOT},{""flightID"":1283,""class"":firstClass,""ticketID"":1286,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2240.25,"[{""name"":FSD},{""flightID"":1031,""class"":economy,""ticketID"":1032,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2645.85,"[{""name"":MOT},{""flightID"":1259,""class"":firstClass,""ticketID"":1262,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2292.25,"[{""name"":FSD},{""flightID"":1031,""class"":business,""ticketID"":1033,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2437.5,"[{""name"":MOT},{""flightID"":1263,""class"":economy,""ticketID"":1264,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2292.25,"[{""name"":FSD},{""flightID"":1035,""class"":business,""ticketID"":1037,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2555.25,"[{""name"":MOT},{""flightID"":1263,""class"":business,""ticketID"":1265,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2240.25,"[{""name"":FSD},{""flightID"":1039,""class"":economy,""ticketID"":1040,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2436.0,"[{""name"":MOT},{""flightID"":1283,""class"":economy,""ticketID"":1284,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":economy,""ticketID"":320,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2146.5,"[{""name"":BNA},{""flightID"":803,""class"":economy,""ticketID"":804,""airlineName"":20304},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2631.0,"[{""name"":RIC},{""flightID"":191,""class"":firstClass,""ticketID"":194,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2102,"[{""name"":CVG},{""flightID"":831,""class"":business,""ticketID"":833,""airlineName"":20304},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2254,"[{""name"":BNA},{""flightID"":767,""class"":business,""ticketID"":769,""airlineName"":20304},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2339.4,"[{""name"":BNA},{""flightID"":763,""class"":firstClass,""ticketID"":766,""airlineName"":20304},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2242.2,"[{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2597.7,"[{""name"":MOT},{""flightID"":1267,""class"":economy,""ticketID"":1268,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2397.2,"[{""name"":DLH},{""flightID"":1019,""class"":business,""ticketID"":1021,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2807.3999999999996,"[{""name"":MOT},{""flightID"":1263,""class"":firstClass,""ticketID"":1266,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2451.2,"[{""name"":FSD},{""flightID"":1023,""class"":business,""ticketID"":1025,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2357.7,"[{""name"":DLH},{""flightID"":1071,""class"":economy,""ticketID"":1072,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2596.2,"[{""name"":MOT},{""flightID"":1279,""class"":economy,""ticketID"":1280,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2491.8,"[{""name"":FSD},{""flightID"":1031,""class"":firstClass,""ticketID"":1034,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2428.2,"[{""name"":DLH},{""flightID"":1019,""class"":firstClass,""ticketID"":1022,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2815.8,"[{""name"":MOT},{""flightID"":1275,""class"":firstClass,""ticketID"":1278,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2720.2,"[{""name"":MOT},{""flightID"":1275,""class"":business,""ticketID"":1277,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2396.2,"[{""name"":DLH},{""flightID"":1071,""class"":business,""ticketID"":1073,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2711.2,"[{""name"":MOT},{""flightID"":1283,""class"":business,""ticketID"":1285,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2358.45,"[{""name"":DLH},{""flightID"":1015,""class"":economy,""ticketID"":1016,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2397.45,"[{""name"":FSD},{""flightID"":1027,""class"":economy,""ticketID"":1028,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2808.6,"[{""name"":MOT},{""flightID"":1279,""class"":firstClass,""ticketID"":1282,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2718.2,"[{""name"":MOT},{""flightID"":1271,""class"":business,""ticketID"":1273,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2427.0,"[{""name"":DLH},{""flightID"":1071,""class"":firstClass,""ticketID"":1074,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2397.2,"[{""name"":DLH},{""flightID"":1015,""class"":business,""ticketID"":1017,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2490.6,"[{""name"":FSD},{""flightID"":1027,""class"":firstClass,""ticketID"":1030,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2398.2,"[{""name"":FSD},{""flightID"":1035,""class"":economy,""ticketID"":1036,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2594.7,"[{""name"":MOT},{""flightID"":1255,""class"":economy,""ticketID"":1256,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2450.2,"[{""name"":FSD},{""flightID"":1039,""class"":business,""ticketID"":1041,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2811.0,"[{""name"":MOT},{""flightID"":1267,""class"":firstClass,""ticketID"":1270,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2398.2,"[{""name"":DLH},{""flightID"":1011,""class"":business,""ticketID"":1013,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2806.2,"[{""name"":MOT},{""flightID"":1255,""class"":firstClass,""ticketID"":1258,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2359.2,"[{""name"":DLH},{""flightID"":1011,""class"":economy,""ticketID"":1012,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2712.2,"[{""name"":MOT},{""flightID"":1255,""class"":business,""ticketID"":1257,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2716.2,"[{""name"":MOT},{""flightID"":1267,""class"":business,""ticketID"":1269,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2491.8,"[{""name"":FSD},{""flightID"":1035,""class"":firstClass,""ticketID"":1038,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2593.2,"[{""name"":MOT},{""flightID"":1259,""class"":economy,""ticketID"":1260,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2491.8,"[{""name"":FSD},{""flightID"":1039,""class"":firstClass,""ticketID"":1042,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2398.95,"[{""name"":FSD},{""flightID"":1023,""class"":economy,""ticketID"":1024,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2600.7,"[{""name"":MOT},{""flightID"":1275,""class"":economy,""ticketID"":1276,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2714.2,"[{""name"":MOT},{""flightID"":1279,""class"":business,""ticketID"":1281,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
2710.2,"[{""name"":MOT},{""flightID"":1259,""class"":business,""ticketID"":1261,""airlineName"":20304},{""name"":MSP},{""name"":MSP},{""flightID"":319,""class"":firstClass,""ticketID"":322,""airlineName"":19977},{""name"":ORD},{""name"":ORD},{""flightID"":151,""class"":business,""ticketID"":153,""airlineName"":19977},{""name"":LAX}]"
