PriceSUM,path
475,"[{""name"":TUS},{""flightID"":991,""class"":business,""ticketID"":993,""airlineName"":20304},{""name"":LAX}]"
475,"[{""name"":TUS},{""flightID"":987,""class"":business,""ticketID"":989,""airlineName"":20304},{""name"":LAX}]"
